age,gender,race,income,credit_score,debt_to_income_ratio,loan_amount,loan_term,employment_years,savings_amount,num_credit_accounts,num_late_payments,has_mortgage,has_auto_loan,education,income_to_loan_ratio,monthly_payment,payment_to_income_ratio,loan_approved
74,Male,White,52333.235023390065,667,0.5179727687054052,157940.846555996,15,15.238386929971451,8752.398004188191,8,4,0,0,Bachelor,0.3313470591335343,877.449147533311,0.20119890860356096,0
44,Female,White,29377.878934114735,357,0.46092137487761986,418081.50497041846,20,6.925218397417331,8518.035261038807,3,3,0,1,High School,0.07026830554533471,1742.006270710077,0.7115583563878841,1
79,Male,Hispanic,39737.455072714336,580,0.21704895951199973,204760.71644461577,30,15.435117567100043,10472.844828045065,9,4,0,0,Master,0.19406776730761552,568.7797679017104,0.17176130686605412,1
74,Male,White,85398.26135311185,401,0.5874872813014552,209025.3892344656,30,20.499970344698546,9918.191967358023,1,1,0,0,PhD,0.40855449027447993,580.6260812068489,0.08158846402823511,1
69,Female,Hispanic,68199.25081721117,347,0.43239849551522924,337946.09163016797,10,2.565632783789634,9277.065290392333,8,1,0,0,High School,0.2018051177577907,2816.2174302514,0.4955275719024202,0
30,Female,Asian,62800.53236768659,358,0.3262134432333528,83547.11739214764,20,26.10351614421815,9259.90697924362,3,2,0,0,Master,0.7516780270576879,348.11298913394853,0.06651784168245047,1
58,Male,White,57128.25167068752,460,0.17876366277675818,253896.0281037568,30,17.812376053397504,14282.45273766678,2,0,1,0,High School,0.22500648039811622,705.2667447326578,0.1481438813422389,1
20,Male,Black,36777.25775618055,402,0.3666105011540657,251634.30005440564,20,29.688086957310052,34262.1513710392,2,3,1,0,Master,0.14615359570705969,1048.4762502266901,0.34210584938475674,1
56,Male,White,45988.576386884626,711,0.1823879434135591,295735.74551117775,15,0.7677452174850963,3182.8440080385008,6,0,0,1,High School,0.15550564003480066,1642.9763639509874,0.42870899506762133,1
23,Male,White,48441.54528642968,482,0.31474583934892186,285229.34503006726,20,24.94495053294696,10295.38324081362,1,1,1,1,High School,0.16983366589199736,1188.4556042919469,0.29440570417761924,1
25,Female,White,60991.48632128888,716,0.30435626136975946,194130.88470706853,10,23.758891447636426,12204.671447358804,4,3,1,0,High School,0.3141771409187222,1617.7573725589043,0.3182917754855693,0
44,Male,White,80178.37788533806,415,0.45996982217373006,61688.71488447688,20,3.9855753612009703,19999.245279982322,1,4,0,0,Master,1.2997252096349612,257.0363120186537,0.038469670072832494,1
26,Male,Hispanic,72366.76273586256,698,0.1961915906121249,143511.99532752464,20,10.059169052502202,8557.515883887985,6,1,1,0,High School,0.5042558468419754,597.9666471980194,0.0991560143786872,0
79,Male,White,21612.312884079187,736,0.5109356774354229,284209.5967898436,15,26.54388609132518,51130.94113465253,6,1,0,0,Bachelor,0.07604357181527628,1578.94220438802,0.8766903641587506,1
54,Female,White,54479.89937802097,617,0.2630661635080829,385437.5626896814,10,15.553628852167629,28748.230982266796,2,1,0,0,Bachelor,0.14134558914768547,3211.9796890806783,0.7074858197061573,0
50,Female,Black,64735.266903357944,549,0.32199431348438756,77706.72453541057,15,12.03844462401717,34616.14231848017,2,1,1,1,Bachelor,0.8330716201254681,431.7040251967254,0.08002513236092003,0
68,Male,Black,62377.20660289271,746,0.4861704877769213,71122.79848115383,30,27.16489296752525,23578.786265570096,7,3,0,1,Bachelor,0.8770353239042115,197.56332911431622,0.038006830996209634,1
59,Female,White,37415.32473225161,796,0.41269619985675743,42609.657580172905,15,2.800335734311843,41065.29370434579,6,0,0,0,High School,0.8780949403747774,236.72031988984946,0.07592193463523755,0
61,Male,Hispanic,108282.18431536722,642,0.25401267590096865,123295.00863063955,10,14.193683487067691,2852.7832573004926,3,0,0,1,Master,0.8782365605711832,1027.4584052553296,0.1138645377447763,1
41,Male,Black,24458.308753377623,726,0.29310146227294054,294756.1185638083,10,19.57122293926057,11637.937689521397,1,4,0,0,High School,0.08297812059864985,2456.300988031736,1.2051369599425117,0
32,Female,White,28336.231066679,539,0.2528934069948051,331619.1170316427,20,18.256243170450375,7751.4103843711655,2,1,0,0,Master,0.08544812289568696,1381.746320965178,0.5851503614776749,1
76,Female,White,54671.90162523153,358,0.3973850836385786,-7865.691635825031,10,7.928293632266744,17429.251814368756,2,1,0,1,Bachelor,-6.950679502387714,-65.54743029854193,-0.014387082581731438,1
71,Female,White,92336.06109927707,826,0.2663122666034199,79482.5479516277,15,16.899387136030093,43755.6465738095,4,0,0,1,Bachelor,1.1617149107433231,441.5697108423761,0.05738642592097747,1
49,Male,Hispanic,33276.10298591659,502,0.4628488473915704,60777.19870483322,10,21.256852928579452,52990.608380988655,6,4,0,0,High School,0.5475096532093104,506.4766558736102,0.18264518153028889,0
49,Male,Black,44683.43268706015,765,0.3898935792918631,113232.37120881666,30,17.54656221980095,34319.498212616505,3,2,0,1,High School,0.39461712414957306,314.53436446893517,0.08447006298869808,1
41,Female,Hispanic,71545.87346031386,595,0.1728533058737545,177765.2311630482,10,20.53386677931967,18530.57422963909,0,3,1,1,Bachelor,0.40247394269518993,1481.376926358735,0.24846329014580235,0
58,Male,White,49642.75690224533,586,0.2551343093399412,160258.30399615451,10,7.682362181663713,36800.68527397263,2,0,1,0,High School,0.3097671425715109,1335.485866634621,0.3228231347258357,1
69,Male,White,43307.92290939409,372,0.21072372095507788,251381.922377639,15,24.985468508153478,42247.09676188891,2,3,0,0,Bachelor,0.17227938468994072,1396.5662354313279,0.3869683351066629,1
66,Male,White,61312.6580377344,822,0.2951566062757427,7335.432942500192,20,13.490686109549095,37647.68693462902,0,0,0,1,Bachelor,8.358423901948552,30.564303927084136,0.005981989019286733,1
79,Female,White,55450.35980459186,636,0.3579920431046816,147947.89200743724,20,29.61671532313706,17995.47711260211,7,4,0,0,High School,0.3747965520306596,616.4495500309885,0.13340570965527407,1
66,Male,Black,70608.77571273583,617,0.3533814286420549,336640.0969509437,15,0.6985596200081268,18394.595188698047,3,1,0,0,High School,0.20974558988148456,1870.222760838576,0.3178453797495158,1
75,Male,Hispanic,75829.37778130727,502,0.4772618382816445,340451.18084233964,20,11.4094611374293,10126.125407370986,4,2,1,1,PhD,0.2227320157729847,1418.5465868430817,0.22448501544098412,0
69,Female,White,56140.06120010724,530,0.19458593180085468,366474.5732722705,30,5.4142515691533255,16321.773485642203,2,3,0,0,Bachelor,0.15318951243691947,1017.9849257563069,0.21759540064506286,0
29,Male,White,55834.65450756618,356,0.5732364146487234,239325.373066447,30,16.6682858098216,8010.6261882126055,3,2,0,1,Master,0.23330018790804968,664.7927029623528,0.14287743885774734,1
79,Male,White,54282.21964572267,719,0.27142255344108435,134491.580572445,20,7.296152831208381,19033.78626998382,0,1,0,0,High School,0.4036105413787081,560.3815857185208,0.12388179909574006,1
56,Male,White,59782.61113298575,579,0.2501244234580693,217486.23424948828,15,22.124338397024452,19652.86174055625,3,0,1,1,High School,0.27487997729735125,1208.2568569416014,0.24253009375997597,1
19,Male,White,51103.41275742928,604,0.44258928909010986,452771.847904853,15,26.455975870125563,7046.350885171807,1,4,0,1,Bachelor,0.11286791127563285,2515.399155026961,0.5906609408573276,0
20,Male,White,49987.830353554215,765,0.5027583143415313,146943.54288633456,20,6.326530607463327,60280.901218672756,9,1,0,1,Master,0.34018391942694187,612.264762026394,0.14697931661269498,1
66,Male,White,73932.54241654485,473,0.28923588240682674,383283.66920290835,10,4.820328549053952,24441.413949717797,5,2,1,0,Bachelor,0.19289249283774038,3194.0305766909028,0.5184234934644097,0
54,Female,White,80322.32360710086,565,0.4734234874469886,-43679.02917319161,20,26.260715571854355,39386.72274077718,1,2,0,0,Bachelor,-1.838921906634303,-181.99595488829837,-0.027189844125307516,1
66,Male,White,19848.941107331582,546,0.5418679780680273,257198.53618714938,30,10.83815745265517,38009.23922981322,8,2,1,0,High School,0.07717361615498693,714.4403782976372,0.43192654425303023,1
73,Female,White,50200.42303481138,377,0.4834018326034787,264726.51543716935,30,13.037509048770898,49144.85270853028,1,0,1,1,PhD,0.1896312613487561,735.3514317699148,0.17577973745599398,1
34,Male,Black,36226.11133109531,552,0.1170982427854165,237358.60499464715,10,6.629085073306069,6394.7602580618,3,2,0,0,Bachelor,0.1526218581033212,1977.9883749553928,0.6552141432605445,0
76,Male,White,43780.570670278554,774,0.5136844556830941,243906.43258527337,30,12.759446041534414,11820.921073014837,3,0,0,0,High School,0.17949740072956955,677.517868292426,0.18570371045959194,1
66,Male,Asian,58050.32419470643,475,0.4872404792271837,252321.54919327877,15,6.939002192339908,-7210.7637616905195,0,2,0,0,Bachelor,0.23006486913347135,1401.7863844071044,0.28977334487339845,0
19,Male,White,63388.767430849366,720,0.434645119076593,256998.89051318786,10,19.977823219025428,-4264.154751014274,6,3,1,0,High School,0.24664996531413658,2141.657420943232,0.4054328565286385,1
19,Female,White,47757.471127773104,760,0.4800112095439517,166926.0413512902,10,14.966292374402615,4853.829828440175,0,3,1,1,Bachelor,0.2860995848291228,1391.050344594085,0.3495286442296884,1
45,Male,White,11733.193305543944,553,0.5897126979159695,172896.90706317945,10,23.641813378887267,17722.605918391313,7,1,0,1,Master,0.06786236668338108,1440.8075588598288,1.473570771066096,1
71,Male,White,30699.088388476408,819,0.3155564439091748,63918.41736629719,15,9.381843482018834,18587.61720620924,2,1,0,0,Bachelor,0.4802854897446722,355.10231870165103,0.13880633100556042,1
40,Female,Hispanic,67929.99340400333,406,0.1336116174772989,273248.9041406112,30,15.167850463771131,67625.45795516446,7,4,0,1,Bachelor,0.24860115584963965,759.0247337239199,0.13408358146771523,1
54,Female,White,-4808.528440698625,470,0.3304449848138583,330227.5857744767,20,7.785699689314033,27549.018601314718,7,2,0,1,Bachelor,-0.014561256078656394,1375.9482740603196,-3.4337697057116543,0
49,Female,Asian,73748.54303364,357,0.12321682769552397,374438.4618175991,30,28.034217907398943,34553.826729929846,9,2,1,0,Bachelor,0.19695771282589358,1040.1068383822196,0.16924106629324687,0
50,Male,Hispanic,60424.599812890825,636,0.24712520404423058,117891.99902857182,20,15.658070033733093,22131.056988996024,9,0,1,0,Bachelor,0.5125419902180687,491.21666261904926,0.09755298288580559,1
18,Female,Black,76323.52163060044,641,0.39343989589837947,27592.03013750477,10,5.203874889538293,308.40732148529787,4,1,0,1,Bachelor,2.766143746953105,229.93358447920642,0.036151411187560135,0
36,Male,Black,46028.61626238079,589,0.2548114464630782,237631.0829733354,20,8.18296977630087,24450.699531315408,2,3,0,0,High School,0.19369779275695875,990.1295123888975,0.258134072094137,1
79,Male,Black,8771.891519541903,383,0.44269762295476933,84437.38774845042,30,2.487058923721804,-4212.883916850355,8,0,1,1,Bachelor,0.103886344111858,234.54829930125118,0.3208634745818198,0
19,Male,White,58607.25283012996,416,0.5109931638428605,257176.82629720084,15,0.834479867932002,17292.981309139348,0,3,0,0,PhD,0.22788698995142648,1428.7601460955602,0.29254266196098555,0
70,Male,Black,75493.06248076682,833,0.3102195896397685,-20534.483668066037,30,15.777654782120129,29719.84117303665,0,0,0,1,Master,-3.676404223309933,-57.04023241129455,-0.009066830334375673,0
61,Male,White,68494.43611026842,518,0.5500689756465018,308720.9461771397,15,10.113687675768158,11191.413895718557,1,1,0,1,High School,0.2218652053203001,1715.116367650776,0.30048274838959993,1
43,Male,White,36746.17033023929,401,0.1399194656752001,215328.03472106069,15,28.913203657809195,22893.448538700864,9,2,0,1,Bachelor,0.17065204899046638,1196.2668595614482,0.3906584600715287,0
49,Female,White,51735.22150925294,755,0.5200565821002249,7866.151836977981,15,5.139941890844526,10969.653196051495,5,2,0,0,Bachelor,6.576941633144038,43.700843538766556,0.010136423642670728,0
23,Male,Black,39343.27462440152,825,0.5142865727196495,230408.2646032703,20,23.81737958210836,3417.897748951349,1,1,0,1,High School,0.1707546154741669,960.0344358469596,0.2928178536267114,0
49,Male,Hispanic,33614.67071621255,565,0.2609969481633825,209496.14891531222,10,9.479143265787082,27317.792191547822,3,3,0,0,Master,0.16045483838369323,1745.8012409609353,0.623228323977813,1
72,Male,White,69107.77142359702,586,0.2493575935623075,252289.3209429057,10,6.706121581761156,35668.46271735581,5,4,0,1,High School,0.2739226978189713,2102.4110078575477,0.36506649794347285,1
21,Female,Hispanic,26049.353774696756,440,0.2525474905767563,280201.3602729971,10,29.089104570039222,35630.786271047786,1,4,0,1,Master,0.09296655001716321,2335.0113356083093,1.075655706074263,1
72,Male,White,32123.671388367748,705,0.5056968561722055,-41631.21096735462,15,24.07729796237297,16382.18220864586,3,1,0,0,Bachelor,-0.7716247171757201,-231.28450537419235,-0.0863977853258488,1
28,Male,White,27919.487330552292,592,0.5158267438050975,152879.24417718072,20,18.918626743359948,-12637.039657453362,6,0,0,1,Master,0.18262444637804962,636.996850738253,0.2737859086865914,1
73,Female,White,20195.04953401907,330,0.26486122941383383,191096.99749669965,20,20.913631116712562,21324.794761692716,0,2,0,1,High School,0.10567957528672238,796.2374895695818,0.4731283208164257,1
76,Female,White,52928.28583685207,470,0.3962951737222309,170462.7524462172,20,29.741444245517695,39040.219520929095,8,3,0,1,Bachelor,0.31049766049947775,710.261468525905,0.16103180912721918,1
34,Male,White,73230.06096963951,654,0.16946661472022725,164897.14958187105,30,17.796222264746604,278.38521122506427,9,4,1,1,High School,0.4440953719050247,458.0476377274196,0.07505895229293694,1
55,Female,Black,46302.46487509469,504,0.3343893691405111,305445.0227152492,20,3.0570135242088026,46713.73946309257,9,2,0,0,High School,0.15159017640388958,1272.6875946468717,0.32983667666420813,0
41,Female,Hispanic,19885.043988716672,777,0.5993964254277692,26873.493203269027,20,1.945983801041441,-10884.142580307209,6,1,0,0,Master,0.7399501002086977,111.97288834695428,0.06757212410120338,0
22,Female,White,66798.89079484055,590,0.17941957385312343,170851.6287238279,20,19.998203324216203,25955.104349035115,8,2,0,1,Master,0.3909760257703907,711.8817863492828,0.12788507914642216,1
69,Male,White,83714.03508069942,410,0.5737813199800295,178774.35783263893,10,19.728034317754446,32446.416823148,6,4,1,0,Master,0.4682664566417797,1489.786315271991,0.21355362653383317,1
51,Female,Hispanic,37075.15351706811,367,0.5121273609825039,189057.5936202734,15,22.44521378934266,42023.23508703183,0,3,0,0,High School,0.19610507468710525,1050.3199645570744,0.33995380676933745,0
23,Male,Hispanic,40428.914665645636,672,0.5861073254731349,102268.60115237287,30,3.2633619069784126,26885.1638622025,6,0,0,0,Master,0.3953208923373212,284.0794476454802,0.08431968555026562,0
39,Male,White,60313.21260166788,495,0.18978938030526651,414174.63879505347,10,28.34706824265515,15121.13067617964,8,0,1,0,Master,0.14562265998984245,3451.455323292112,0.6867063134746697,1
28,Male,White,82437.47495570102,425,0.20675924522168213,297858.8613391808,20,16.534752417319343,22521.301710318607,7,2,0,0,Bachelor,0.2767669042480727,1241.0785889132533,0.1806574385613094,1
65,Male,Hispanic,39603.31708549548,561,0.10843359086742935,421153.54099435895,15,19.486665630636463,9764.417667826701,3,0,1,1,Bachelor,0.0940353415811027,2339.7418944131055,0.7089533099549454,1
33,Male,Black,23351.0043800359,454,0.46235090645780275,264027.123346501,15,1.045571501343907,-9845.248441330343,4,4,1,0,Bachelor,0.08844168767233346,1466.8173519250054,0.7537923395770012,1
50,Female,White,62628.37212544813,407,0.42204734671809285,276228.092428408,15,28.829226435467216,16370.089618126567,2,3,0,0,Bachelor,0.22672701959768982,1534.6005134911554,0.29403935527826236,1
26,Male,White,65981.36146284599,722,0.18903271916236605,199561.80566467872,15,16.877755462318458,27367.10032716437,9,0,0,0,Master,0.33063121093278575,1108.676698137104,0.20163452348792135,1
77,Male,Hispanic,50122.629008704534,334,0.49557248277103594,356308.31246746925,20,16.900893389838856,35385.97494623801,9,0,0,1,Bachelor,0.1406720731874048,1484.6179686144553,0.35543657576859256,1
76,Male,White,38837.33480685099,343,0.2495977530658627,256552.79918145412,30,28.306659486911393,12713.08605507348,1,1,1,0,Bachelor,0.15138145025415295,712.6466643929281,0.2201943056918156,0
23,Male,Asian,69887.57461984092,715,0.1674977846653176,180935.11536858036,20,27.88050534551002,42157.518662070965,2,0,0,1,High School,0.3862576619108675,753.8963140357515,0.12944727038589582,1
33,Female,White,60560.72009095929,584,0.31128133250967405,384657.16502943967,15,6.60895775451725,17480.437363253794,6,0,0,0,Bachelor,0.15744076959108322,2136.9842501635535,0.42343966457873805,0
46,Male,Hispanic,34631.28966193015,746,0.14548492421342804,69718.23857468112,20,27.93296465717788,27178.483230613714,7,4,0,0,High School,0.4967321373851641,290.492660727838,0.10065787219486907,1
20,Male,White,50981.89462611343,817,0.23162182813662333,126788.29944415235,15,22.098638681401845,31188.880805824676,1,0,0,0,High School,0.40210251931464636,704.3794413564019,0.1657951976533124,1
37,Male,White,22965.84935950707,326,0.28566667921367306,481061.7924246237,20,0.5670218199425237,20801.009730884132,8,1,0,0,Bachelor,0.047739915580814966,2004.4241351025987,1.0473416090432568,1
77,Male,Hispanic,63717.8091287584,526,0.525932087257075,267070.34588386054,30,7.19529446215015,18640.74160111483,3,1,0,0,Bachelor,0.23858062158824261,741.8620718996126,0.1397151751530855,0
76,Male,White,44755.328612342884,724,0.49627437064661073,-63314.30440220359,15,12.38940436414339,43356.88957047967,1,1,0,0,High School,-0.7068754688993348,-351.74613556779775,-0.09431175588887294,1
53,Female,Black,41285.783352305254,667,0.32137714287530916,301893.2017783599,20,17.484673665172643,-5485.204649240397,6,0,0,0,PhD,0.1367562538974161,1257.8883407431663,0.3656139925966831,1
36,Female,White,49342.51029695132,609,0.46228752887619373,97689.63935848836,10,21.039891914660668,20636.20328679841,1,2,1,1,Master,0.5050946100423278,814.080327987403,0.1979827105888535,1
43,Male,White,50806.15398660496,404,0.3843248180895025,142568.57460874043,30,6.30631181870698,-7516.636488611512,6,2,0,0,Bachelor,0.3563629230777916,396.0238183576123,0.09353760218780362,1
20,Female,White,67898.60123131122,317,0.270420927539034,455094.00351939315,10,25.10101542821067,-6962.838326879941,7,4,0,0,Master,0.149196870770058,3792.4500293282763,0.6702553443907001,1
36,Female,Black,61821.81062650443,504,0.4629371717476424,365551.62246666686,20,25.371459716674643,19203.495337518307,8,2,1,0,Bachelor,0.16911923467701667,1523.1317602777785,0.2956493984583706,0
37,Female,White,46871.814424143944,342,0.441749577233189,399811.15358353604,30,19.04996457781732,12111.60702045206,0,4,1,1,Bachelor,0.11723488452992997,1110.5865377320445,0.2843294763925268,1
49,Male,White,65273.3629943799,388,0.409547221096801,139270.11252247932,30,27.63281731547095,51184.190355501865,1,4,0,0,Master,0.4686817710716235,386.86142367355365,0.0711214631990442,1
24,Male,White,58014.74507383226,456,0.40897776052162527,170889.34224051246,30,24.389472806915638,16199.282502799899,1,1,1,1,High School,0.3394872044868741,474.69261733475685,0.09818730394777556,1
69,Male,Black,41468.007274279254,565,0.4414909961634884,221866.56225918903,20,6.648709778806227,37027.21189155108,6,3,0,1,Master,0.18690516881870411,924.4440094132876,0.2675153411540985,1
58,Female,Hispanic,47505.636835270285,433,0.29227275632126914,286839.72296875325,30,23.960305989310815,20774.565834902885,5,4,0,0,Bachelor,0.16561735712053136,796.7770082465369,0.20126714924616468,0
50,Female,White,47035.542223137585,763,0.5345379075338512,165801.60147826237,30,28.596062362593152,1976.348385721325,8,0,0,0,Bachelor,0.2836856930438289,460.56000410628434,0.11750093201980193,1
57,Male,White,60105.22686348403,431,0.18115392274823042,387837.320346911,10,4.128193410552928,-6439.4753545880885,2,1,0,1,Bachelor,0.1549753561872833,3231.9776695575915,0.6452638823372204,0
56,Male,Asian,42659.547705567165,333,0.5419427316195771,249118.57267848557,20,29.360936543730872,-456.26707457698285,7,0,1,0,Bachelor,0.1712419401207148,1037.994052827023,0.2919845451689764,0
35,Female,White,42191.81627156733,382,0.2711409215159972,349093.11159920506,15,0.7497839031027076,24918.860306785333,4,0,0,1,Bachelor,0.12086121114875475,1939.4061755511393,0.5515968773853673,1
57,Female,Hispanic,89375.14618867918,431,0.16251580780431127,122001.03429878391,20,15.665017343213169,43956.814624732244,4,2,0,0,High School,0.7325769547969321,508.33764291159963,0.06825221524182376,0
18,Female,Hispanic,68794.70963494209,727,0.40001370133956493,158112.1427706171,20,23.216794169354525,6294.884939585261,9,0,0,0,Bachelor,0.4351007356515733,658.8005948775713,0.11491591694305885,0
28,Female,Hispanic,34787.986711497215,503,0.2879933345352026,224567.41768549738,30,23.71314307638763,32567.73160949188,4,4,0,1,Bachelor,0.1549111045139111,623.798382459715,0.21517717169423436,0
45,Male,White,61418.81987884396,635,0.5077498635517597,154088.39491911803,10,22.040177074388037,17274.178328199607,7,0,1,0,Master,0.39859471513791217,1284.069957659317,0.25088139958253186,1
74,Male,Hispanic,52367.001313103545,796,0.31539273426438363,304772.43990202073,10,15.880541182594857,4027.2524620574277,6,0,1,1,Bachelor,0.17182328339773328,2539.7703325168395,0.5819933016209561,1
42,Female,Hispanic,57831.023505201876,741,0.43428126278105494,306764.7711716651,20,19.528929662111864,25319.163976078715,6,2,1,0,Bachelor,0.1885191160781618,1278.1865465486046,0.26522509250080256,1
67,Male,Black,52746.82649130209,557,0.2541289947524128,176093.69204125623,15,20.99796556959341,43871.53298596226,3,0,0,0,Bachelor,0.29953842116584317,978.2982891180902,0.2225646593421678,0
40,Male,White,73792.85290970471,591,0.20472618751267005,265797.1180799909,20,14.836176726416868,18868.025348641328,5,4,0,0,Bachelor,0.27762849139506834,1107.487991999962,0.18009678959372172,1
48,Female,White,56912.40689302892,424,0.2940245154744119,404185.4086863099,15,17.870549254039126,32443.182506469915,0,4,1,1,PhD,0.14080767308747383,2245.4744927017214,0.47345904669024247,0
47,Male,White,48758.22603571425,474,0.4034039173012167,304459.7447378469,15,25.391041603727196,24629.73967751057,5,0,0,1,Bachelor,0.1601467086484527,1691.4430263213717,0.4162849628899368,1
59,Female,Black,70843.81153966035,791,0.42847336960567595,265200.14558527485,20,9.386370634374817,24655.51921621181,4,4,0,0,High School,0.26713338102931244,1105.0006066053118,0.18717241479646274,0
52,Male,Black,54665.70082175744,379,0.3891033326490092,329531.6761604936,30,15.69618980905897,7953.452535382303,0,4,0,0,Bachelor,0.1658890624982993,915.3657671124821,0.2009374990209199,0
24,Female,White,52429.57158658116,604,0.5940278593120545,368082.0167294172,30,0.2543916307652361,27362.22503220961,0,2,1,0,Bachelor,0.14243991611555135,1022.4500464706033,0.2340167998013448,0
77,Male,White,56280.45204972229,809,0.4455450932475826,351791.4286223012,15,20.623091993303795,-1926.3574980031517,2,1,0,1,PhD,0.15998244263690536,1954.396825679451,0.4167123939842117,1
33,Male,White,48127.81953267267,643,0.5657598137984589,192802.13962826115,10,5.8615639384452525,25420.155078558317,3,1,1,0,High School,0.24962284975398707,1606.6844969021763,0.40060435211982337,1
43,Female,Black,50184.539859909375,390,0.15896659744758726,290228.4999871926,30,14.430037611413066,40587.962772907485,0,3,0,0,Bachelor,0.17291389323282844,806.1902777422017,0.19277417626847382,0
65,Male,Asian,38266.108224762545,468,0.13068646490673944,170193.95392857998,30,6.306156488413778,47059.01888676519,9,1,0,0,High School,0.22483823509277243,472.7609831349444,0.14825473665357397,1
74,Female,White,34976.65560752242,633,0.2554973510059768,194555.59090519755,15,0.7060114373547688,4365.956680128356,6,0,1,1,Bachelor,0.17977718062374132,1080.8643939177641,0.37082941469748854,1
69,Female,White,30028.592270351208,535,0.16829446918821198,247924.1619854591,15,14.496616550940498,26626.008452984453,1,4,0,0,Master,0.12112007167785609,1377.3564554747727,0.5504179921886149,1
77,Male,White,22160.334264058478,698,0.3629342641141339,55155.38176785965,15,12.74500819832121,9420.716899539251,3,1,0,0,Master,0.40178009024265027,306.4187875992203,0.1659282485262128,0
66,Male,Black,32405.65277230887,776,0.35949062676163934,236864.3140449747,30,12.75448540573142,22107.770690931044,8,2,0,0,Master,0.13681103843340384,657.9564279027074,0.24364505755549218,1
19,Male,Hispanic,46514.65931066149,834,0.3875235832219751,130855.86246085442,30,6.264184797866109,48832.41252548806,7,3,0,0,Bachelor,0.355464848390544,363.48850683570674,0.09377392303137241,1
18,Male,Asian,52062.35164891274,387,0.4726139404155364,81388.97222718626,10,28.41613769244538,33166.27159435833,1,0,1,1,Bachelor,0.6396732901797526,678.2414352265521,0.15632980387831935,0
65,Female,White,44574.068737047186,552,0.58566485010616,279491.40617092454,10,0.10521455432083493,10213.185446228257,8,1,0,1,Bachelor,0.1594827882106245,2329.0950514243714,0.627026910690405,1
79,Female,Asian,2885.9301974528425,657,0.5391293457195733,173921.3812627606,20,26.74636349992016,9367.711059803765,0,4,0,1,Bachelor,0.01659330311488716,724.6724219281692,3.0132638241955014,0
29,Female,White,81491.72715524684,357,0.1591836197877908,221998.69682815086,15,22.107057694184462,20254.464600013,5,2,0,0,Master,0.3670820068747051,1233.326093489727,0.18161246102542364,0
22,Female,Black,71729.60245780763,698,0.2692568443853286,176362.5176123825,30,5.162161005998145,21274.891623011987,2,1,1,1,High School,0.40671682072183946,489.89588225661805,0.08195710537413589,0
54,Male,White,58915.197024342575,820,0.22791151252402095,138335.5896213993,10,14.165759589106635,21993.473552212992,0,4,1,0,Bachelor,0.42588604411622005,1152.7965801783275,0.23480459475378113,1
49,Female,Hispanic,88149.81345106536,824,0.1884086788898964,211757.0438480949,15,29.665502445248176,-2338.081856470857,7,1,1,1,Bachelor,0.4162780696650645,1176.428021378305,0.1601493605471611,0
76,Female,Black,30452.717650325787,716,0.3723624383278923,63775.175280426716,15,19.31094710952922,49986.54281458974,5,0,0,1,Master,0.47750112040338133,354.306529335704,0.13961572825284324,1
72,Female,Black,87752.50241252009,692,0.3766322010163653,190376.09626112558,20,3.8213017145600245,51468.2904297513,3,3,0,0,Master,0.46094286066332674,793.2337344213566,0.10847331473590187,1
26,Female,Hispanic,30695.71846498904,521,0.21362241394403067,398073.31982851424,15,13.729267165692956,27189.97060497785,2,4,0,0,High School,0.0771107153782937,2211.518443491746,0.8645577510156652,0
58,Male,White,54774.75850582713,628,0.4559486251533428,80052.34414101104,10,14.04609289718437,6947.8788093777675,9,3,0,0,High School,0.6842367839890133,667.1028678417587,0.14614823748149394,0
52,Female,White,24523.253497315913,671,0.4664571495847526,342615.8300716195,20,24.067899986493252,10595.391840538461,1,3,0,0,PhD,0.07157653367093295,1427.565958631748,0.6985529675112624,0
36,Male,Hispanic,50293.881910887336,810,0.11048999741696666,408679.78044352477,30,27.48488798478466,5871.104007871989,4,2,1,1,Bachelor,0.12306427750427311,1135.2216123431244,0.27086116303876984,1
65,Male,White,57723.32995996777,452,0.29787885186115826,121449.18132083859,20,2.4672462986620367,4517.624735470645,7,4,1,0,High School,0.47528792975126827,506.0382555034941,0.10519938940205452,0
33,Male,White,46906.193377308904,779,0.5450703206008105,232760.8958341902,15,9.421118608584969,10489.154654170816,7,2,0,1,High School,0.20152093507460572,1293.1160879677232,0.3308175730823489,1
20,Female,White,64277.54888180275,319,0.3601593041219191,70027.06298845394,15,8.953143806553449,26334.72778837174,2,3,0,1,PhD,0.9178958268234216,389.0392388247441,0.07262988317245235,0
37,Female,Black,51980.288989745146,527,0.2738139007194972,55062.95671440914,10,29.88144374757055,21926.93501921562,8,0,0,1,Bachelor,0.9440155794638375,458.85797262007617,0.1059304551486279,1
41,Female,White,39551.70543244982,645,0.22683807579756507,216717.00129349728,15,16.77681350074199,42863.23297394581,9,0,0,1,Bachelor,0.18250393460772102,1203.9833405194292,0.36528892820837994,1
71,Female,White,38663.733643953216,318,0.22167725995914114,240918.01638088215,30,26.394944883599536,-2848.399633793535,4,1,1,0,Master,0.16048502401259743,669.216712169117,0.20770370031983043,1
73,Male,White,66218.27545231393,743,0.14988401692540318,143308.4930477838,10,12.780985483344717,6787.232281302189,6,1,0,0,Bachelor,0.46206804665955536,1194.237442064865,0.21641834081134476,0
